,TOTAL:,Site number,SampleDateStart,SamplingDurationDays,textdate,Aenigmatias,Anevrina,Apocephalus aquilonius,Apocephalus grandipalpis group,Beckerina brown (sp2),Beckerina yellow (sp1),Chonocephalus bentacaisei,Conicera aldrichi,Conicera similis,Conicera tibialis,Diplonevra,Dohrniphora cornuta,Gymnophora,M. agarici,M. albicaudata,M. arizonensis,M. armstrongorum,M. atrox,M. barberi,M. basispinata,M. berndseni,big yellow bernd,M. bradyi,M. brejchaorum,M. carthayensis,M. cavifemur,M. ciancii,M. creasoni,M. cup,M. dark volcano,M. defibaughorum,M. donahuei,M. francoae,M. fujiokai,M. fuzzball2,M. dark/light,M. glabrifrons,M. globipyga,M. halterata,M. hansonix,M. hardingorum,M. heini,M. hentschkeae,M. hirticaudata,M. hoffmanorum,M. hoggorum,M. hoguei,M. ilca,M. isaacmajorum,M. kelleri,M. large cleft,M. largifrontalis,M. lombardorum,M. marquezi,M. mikejohnsoni,M. modesta?,M. nigra,M. nose,M. not-a-nota,M. oxboroughae,M. pisanoi,M. pleuralis,M. renwickorum,M. rodriguezorum,M. ruficornis,M. rufipes,M. sacatelensis,M. scalaris,M. scutellaris,M. seaverorum,M. sidneyae,M. sordida,M. steptoeae,M. stoakesi,M. sulphurizona,M. tecticauda,M. trouble 2,M. trouble 3,M. truncate (none),M. truncate (short),M wiegmanae,Metopina sp.,Metopina group,Microselia sp.,Myriophora alexandiae,Phalacrotophora halictorum,Phora coangustata,Phora cristipes,Phora sp1,Phora sp2,Pseudacteon amuletum,Pseudacteon californiensis,Pseudacteon crawfordi,Pseudacteon long setae,Puliciphora occidentalis,Spiniphora bergenstammi,Triphleba,Trophodeinus arizonensis,Trophodeinus furcatus,Veruanus boreotis,Total
15778,Wiegman Site 18,18,3/1/2014,7,"March 1-8, 2014",0,0,0,0,0,0,0,0,0,3,0,1,0,201,3,0,28,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,1,0,95,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
15668,Cianci Site 21,21,3/1/2014,7,"March 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
15842,Hogue Site 24,24,3/1/2014,7,"March 1-8, 2014",0,3,0,0,0,0,14,0,0,0,0,0,0,51,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,38,19,2,2,1,16,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,196
15730,Creason Site 27,27,3/1/2014,7,"March 1-8, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
15714,Keller Site 28,28,3/1/2014,7,"March 1-8, 2014",0,1,0,0,0,0,0,0,1,1,0,1,0,99,0,1,70,2,1,1,4,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,15,34,0,1,1,100,0,0,0,0,1,0,3,0,0,5,0,0,0,0,1,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,396
15707,Brejcha Site 29,29,3/1/2014,7,"March 1-8, 2014",0,2,0,0,0,0,0,0,19,1,2,0,0,47,0,5,79,8,1,0,2,0,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,14,0,1,2,0,0,0,2,0,0,0,0,0,137,65,0,8,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,32,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,457
15767,Franco Site 30,30,3/1/2014,7,"March 1-8, 2014",0,1,0,0,0,0,14,0,0,0,0,0,0,147,0,0,26,1,3,0,0,0,0,0,0,1,4,0,0,0,0,8,0,1,0,0,0,0,12,0,3,5,0,1,0,38,1,0,0,0,0,5,30,3,1,0,71,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
15836,Donahue Site 31,31,3/1/2014,7,"March 1-8, 2014",0,2,0,0,0,0,2,0,0,0,0,1,0,73,2,2,3,2,7,0,1,0,0,0,0,0,0,1,0,0,0,1,2,5,0,0,0,0,5,0,1,0,0,0,0,1,3,0,0,0,0,24,25,1,12,5,29,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,243
15735,Renwick Site 5,5,3/1/2014,7,"March 1-8, 2014",0,0,0,0,0,0,9,0,0,0,0,0,0,9,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,18,12,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
15830,Hogg Site 7,7,3/1/2014,7,"March 1-8, 2014",0,7,0,0,0,0,5,1,1,0,0,0,0,16,4,0,28,0,5,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,80,19,1,1,0,12,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
15740,Fujioka Site 8,8,3/1/2014,7,"March 1-8, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15700,Rodriguez Site 9,9,3/1/2014,7,"March 1-8, 2014",0,1,0,0,0,0,0,0,1,0,0,4,0,13,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,9,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
15746,Koch Site 6,6,3/1/2014,8,"March 1-9, 2014",0,2,0,0,0,0,0,1,3,0,0,0,0,27,2,3,5,1,0,2,7,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,24,20,0,3,0,9,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,146
15796,Ralph Site 11,11,3/2/2014,7,"March 2-9, 2014",0,0,0,0,0,0,0,0,1,1,0,3,0,6,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,38,0,0,0,0,1,0,4,1,2,2,3,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
15921,Louie Site 20,20,3/28/2014,7,"March 28- April 4, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
15790,Lombard Site 26,26,3/3/2014,5,"March 3-8, 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,18,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,1,1,0,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,178
15887,Franco Site 30,30,3/31/2014,8,"March 31- April 8, 2014",0,0,0,0,0,0,3,0,1,0,1,0,0,103,0,2,28,0,2,0,2,0,0,0,0,0,1,3,0,0,1,3,1,1,0,0,0,0,13,0,0,2,1,0,0,15,0,0,0,0,0,5,18,0,1,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
15926,Louie Site 20,20,5/2/2014,7,"May 2-9, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,64
15915,Nature Garden Site1,1,5/2/2014,7,"May 2-9, 2014",0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,1,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,13,1,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,1,0,36,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
16176,Higgins Site 23,23,5/28/2014,7,"May 28- June 4, 2014",0,0,0,0,0,1,0,0,1,0,0,0,0,63,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,17,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,158
16072,Hentschke Site 3,3,5/28/2014,7,"May 28- June 4, 2014",0,0,0,0,0,0,2,0,0,0,0,1,0,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92
16116,Steptoe Site 10,10,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
15948,Oxborough Site 12,12,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,1,1,0,1,0,8,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,5,0,0,9,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
15992,Harding Site 14,14,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,11,1,0,0,0,51,0,0,4,0,2,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,7,15,1,0,0,33,0,0,0,0,29,0,0,0,2,0,1,0,0,11,0,1,0,51,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
16075,Defibaugh Site 15,15,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,6,0,0,0,0,63,1,0,11,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,1,0,36,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,22,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,243
16013,Armstrong Site 17,17,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,7,3,0,0,0,68,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,40,2,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,204
15973,Wiegman Site 18,18,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,1,0,1,0,0,0,0,93,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,1,0,37,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,1,0,42,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,283
16025,Cianci Site 21,21,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
16018,Hogue Site 24,24,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,16,0,9,1,0,0,0,72,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,223
16082,Marquez Site 25,25,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,38,0,2,2,0,1,0,82,0,0,4,0,1,5,0,0,0,0,0,0,0,5,0,0,0,1,1,11,0,0,0,0,88,2,0,0,1,0,0,0,0,0,0,0,1,1,26,10,0,0,66,0,0,0,0,28,0,0,0,2,0,0,0,0,3,0,1,0,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,421
15961,Lombard Site 26,26,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85
16063,Creason Site 27,27,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,0,0,3,0,0,48,4,0,0,1,5,2,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,31,0,1,0,1,19,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,204
16044,Keller Site 28,28,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,9,4,0,0,0,98,2,0,26,0,0,6,9,0,0,0,1,0,0,6,0,0,0,3,0,2,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,3,0,2,34,6,2,0,140,0,0,22,0,14,0,0,0,0,0,0,0,0,2,0,0,0,66,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,508
16032,Brejcha Site 29,29,5/3/2014,7,"May 3-10, 2014",0,4,0,0,0,0,0,0,6,1,0,0,0,6,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,15,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
16009,Donahue Site 31,31,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,1,0,1,0,0,62,6,0,1,0,3,1,2,0,0,0,1,0,0,2,0,0,0,2,6,29,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,9,6,0,0,10,0,0,0,3,9,0,0,0,0,0,0,0,0,9,0,0,0,22,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,23,0,223
16109,Renwick Site 5,5,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,1,2,0,3,0,0,0,0,13,1,0,3,0,5,1,5,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,8,163,0,0,13,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,387
15967,Fujioka Site 8,8,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
16050,Rodriguez Site 9,9,5/3/2014,7,"May 3-10, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
16038,Franco Site 30,30,5/3/2014,9,"May 3-12, 2014",0,0,0,0,0,0,3,0,2,0,0,1,0,223,2,0,6,0,2,2,5,0,0,0,0,0,2,2,0,0,0,5,1,9,0,0,0,0,38,0,0,0,0,0,0,110,3,0,0,0,0,0,29,9,0,0,70,0,0,0,1,12,0,0,0,0,0,0,0,0,54,0,1,0,197,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794
15955,Pisano Site 4,4,5/3/2014,10,"May 3-13, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,47,4,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,95
15998,Hoffman Site 13,13,5/3/2014,6,"May 3-9, 2014",2,1,0,0,0,0,1,0,0,0,0,0,0,10,6,1,11,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,6,1,0,2,0,0,0,0,9,0,0,0,0,18,43,1,0,0,15,0,0,0,5,15,0,0,0,4,0,0,0,1,6,0,0,0,54,4,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,244
16102,Louie Site 20,20,5/30/2014,7,"May 30-June 6, 2014",0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33
16029,Nature Garden Site1,1,5/30/2014,7,"May 30-June 6, 2014",0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
16086,Marquez Site 25,25,5/31/2014,14,"May 31- June 14, 2014",0,0,0,0,0,4,45,0,2,0,0,1,0,54,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,1,0,0,17,9,0,0,9,0,0,0,0,11,0,0,0,2,1,0,0,0,7,0,2,0,71,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,304
16098,Pisano Site 4,4,5/31/2014,14,"May 31- June 14, 2014",0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
16120,Steptoe Site 10,10,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
16142,Oxborough Site 12,12,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,11,0,0,3,0,11,0,0,0,3,0,0,0,0,1,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
16207,Hoffman Site 13,13,5/31/2014,7,"May 31- June 7, 2014",1,0,3,0,0,0,1,0,1,0,0,0,0,28,3,0,7,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,8,1,0,0,0,0,4,1,0,1,0,0,0,0,7,0,0,0,0,0,24,0,0,0,5,0,0,1,52,9,0,0,0,1,0,0,0,0,15,0,0,0,66,0,0,1,0,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,3,1,260
16166,Harding Site 14,14,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,2,20,0,1,0,1,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,0,1,0,0,19,0,0,0,38,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
16079,Defibaugh Site 15,15,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
16196,Armstrong Site 17,17,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,3,0,0,2,0,0,0,0,28,3,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,12,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172
16127,Wiegman Site 18,18,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,1,0,0,3,1,0,0,0,116,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,26,0,0,6,0,4,0,0,0,1,5,0,0,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,269
16213,Cianci Site 21,21,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
16183,Hogue Site 24,24,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,7,0,9,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,0,0,4,0,0,8,0,1,0,0,0,0,0,0,0,0,5,0,1,0,10,1,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
16133,Lombard Site 26,26,5/31/2014,7,"May 31- June 7, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
